paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
38441,gene variations,C0678941,Gene or Genome,AFFECTS,aldehyde dehydrogenase,C0001985,"Amino Acid, Peptide, or Protein",False,TRUE
38441,mutation,C0026882,Genetic Function,OCCURS_IN,asians,C0003988,Population Group,False,TRUE
38441,gene variations,C0678941,Gene or Genome,AFFECTS,adh,C0001942,"Amino Acid, Peptide, or Protein",False,TRUE
38512,heroin users,C1706077,Population Group,USES,opiates,C0221793,Organic Chemical,False,TRUE
38512,polydrug users,C0338666,Patient or Disabled Group,USES,alcohol,C0001962,Organic Chemical,False,TRUE
38512,polydrug users,C0338666,Patient or Disabled Group,USES,sedatives,C0036557,Pharmacologic Substance,False,TRUE
38512,polydrug users,C0338666,Patient or Disabled Group,USES,cannabinoids,C0006864,Organic Chemical,False,TRUE
38512,polydrug users,C0338666,Patient or Disabled Group,USES,stimulants,C0002763,Pharmacologic Substance,False,TRUE
38513,infections,C0851162,Disease or Syndrome,CONSISTS_OF,hepatitis b,C0019163,Disease or Syndrome,False,TRUE
38513,infections,C0851162,Disease or Syndrome,CONSISTS_OF,hiv/aids,C0001175,Disease or Syndrome,False,TRUE
38513,septic complications,C0009566,Pathologic Function,CONSISTS_OF,meningitis,C0025289,Disease or Syndrome,False,TRUE
38513,septic complications,C0009566,Pathologic Function,CONSISTS_OF,osteomyelitis,C0029443,Disease or Syndrome,False,TRUE
38513,septic complications,C0009566,Pathologic Function,CONSISTS_OF,abscesses,C0000833,Disease or Syndrome,False,TRUE
38513,abscesses,C0000833,Disease or Syndrome,OCCURS_IN,organs,C0178784,"Body Part, Organ, or Organ Component",False,TRUE
38513,opiates,C0221793,Organic Chemical,EXHIBITS,off-target effects,C3658217,Physiologic Function,False,TRUE
38513,opiates,C0221793,Organic Chemical,LOCATION_OF,illicit drug labs,C0086190,Hazardous or Poisonous Substance,False,TRUE
38513,mptp,C0000097,Organic Chemical,IS_A,neurotoxin,C0027934,Hazardous or Poisonous Substance,False,TRUE
38514,lethal overdose,C0029944,Injury or Poisoning,IS_A,complication,C0009566,Pathologic Function,False,TRUE
38514,diagnosis,C0011900,Diagnostic Procedure,RESULT_OF,recognition,C0524637,Mental Process,False,TRUE
38514,brain anoxia,C0995195,Pathologic Function,CAUSES,mydriasis,C0026961,Sign or Symptom,False,TRUE
38514,blood,C0005767,Body Substance,USES,diagnosis,C0011900,Diagnostic Procedure,False,TRUE
38514,urine,C0042036,Body Substance,USES,diagnosis,C0011900,Diagnostic Procedure,False,TRUE
38514,naloxone,C0027358,Organic Chemical,PREVENTS,progression,C0242656,Pathologic Function,False,TRUE
38514,progression,C0242656,Pathologic Function,BRINGS_ABOUT,collapse,C0036974,Pathologic Function,False,TRUE
38514,collapse,C0036974,Pathologic Function,CAUSES,death,C0011065,Organism Function,False,TRUE
38514,seizures,C0036572,Sign or Symptom,OCCURS_IN,newborn,C0021289,Age Group,False,TRUE
38515,naloxone,C0027358,Organic Chemical,TREATS,opiate overdose,C0579142,Injury or Poisoning,False,TRUE
38515,opioid agonist,C1883695,Pharmacologic Substance,USES,detoxification,C0025516,Organism Function,False,TRUE
38515,agonist medications,C0013227,Pharmacologic Substance,USES,detoxification,C0025516,Organism Function,False,TRUE
38515,alpha-2-adrenergic agonists,C0001640,Pharmacologic Substance,USES,detoxification,C0025516,Organism Function,False,TRUE
38517,naloxone,C0027358,Organic Chemical,MANAGES,overdose,C0029944,Injury or Poisoning,False,TRUE
38517,intubation,C0021925,Therapeutic or Preventive Procedure,MANAGES,overdose,C0029944,Injury or Poisoning,False,TRUE
38517,buprenorphine,C0006405,Organic Chemical,EXHIBITS,opiate antagonist,C0027410,Pharmacologic Substance,False,TRUE
38517,buprenorphine,C0006405,Organic Chemical,EXHIBITS,agonist activity,C3271812,Molecular Function,False,TRUE
38517,buprenorphine,C0006405,Organic Chemical,PRODUCES,analgesia,C0002766,Therapeutic or Preventive Procedure,False,TRUE
38517,buprenorphine,C0006405,Organic Chemical,PRODUCES,opiate antagonism,C0680242,Social Behavior,False,TRUE
38517,person,C0027361,Population Group,ASSOCIATED_WITH,opiate,C0221793,Organic Chemical,False,TRUE
38517,person,C0027361,Population Group,ASSOCIATED_WITH,morphine,C0026549,Organic Chemical,False,TRUE
38517,naloxone,C0027358,Organic Chemical,MANAGES,respiratory depression,C0235063,Pathologic Function,False,TRUE
38517,naloxone,C0027358,Organic Chemical,PRODUCES,antagonism,C0680242,Social Behavior,False,TRUE
38517,benzodiazepines,C0005064,Organic Chemical,CAUSES,deaths,C0011065,Organism Function,False,TRUE
38517,flumazenil,C0016293,Organic Chemical,IS_A,antagonist,C0231491,Organ or Tissue Function,False,TRUE
38517,cardiac monitoring,C0150496,Diagnostic Procedure,DIAGNOSES,prolongation,C0023677,Health Care Activity,False,TRUE
38518,intubation,C0021925,Therapeutic or Preventive Procedure,CO_OCCURS_WITH,mechanical ventilation,C0199470,Therapeutic or Preventive Procedure,False,TRUE
38519,naloxone 0.4–2.0 mg,C0027358,Organic Chemical,METHOD_OF,iv,C0021440,Therapeutic or Preventive Procedure,False,TRUE
38520,naloxone,C0027358,Organic Chemical,MANAGES,respiration,C0035203,Physiologic Function,False,TRUE
38520,infusion,C0574032,Therapeutic or Preventive Procedure,PROCESS_OF,naloxone,C0027358,Organic Chemical,False,TRUE
38521,naloxone dose,C0027358,Organic Chemical,MANAGES,respiratory depression,C0235063,Pathologic Function,False,TRUE
38522,stuporous,C0023380,Sign or Symptom,INDICATES,intubation,C0021925,Therapeutic or Preventive Procedure,False,TRUE
38522,patient,C0030705,Patient or Disabled Group,EXHIBITS,stuporous,C0023380,Sign or Symptom,False,TRUE
38523,detoxification,C0025516,Organism Function,PROCESS_OF,drugs,C0013227,Pharmacologic Substance,False,TRUE
38523,medication,C0013227,Pharmacologic Substance,MANAGES,patient,C0030705,Patient or Disabled Group,False,TRUE
38523,methadone,C0025605,Organic Chemical,IS_A,medication,C0013227,Pharmacologic Substance,False,TRUE
38523,buprenorphine,C0006405,Organic Chemical,IS_A,medication,C0013227,Pharmacologic Substance,False,TRUE
38523,clonidine,C0009014,Organic Chemical,IS_A,sympatholytic agent,C0039051,Pharmacologic Substance,False,TRUE
38524,methadone,C0025605,Organic Chemical,USES,detoxification,C0025516,Organism Function,False,TRUE
38524,detoxification,C0025516,Organism Function,USES,methadone,C0025605,Organic Chemical,False,TRUE
38524,detoxification,C0025516,Organism Function,DEGREE_OF,success,C0597535,Social Behavior,False,TRUE
38524,patients,C0030705,Patient or Disabled Group,USES,heroin,C0011892,Organic Chemical,False,TRUE
38524,patients,C0030705,Patient or Disabled Group,USES,opiates,C0221793,Organic Chemical,False,TRUE
38524,detoxification,C0025516,Organism Function,INDICATES,opioid use disorder,C4324621,Mental or Behavioral Dysfunction,False,TRUE
38526,noradrenergic hyperactivity,C0424295,Mental or Behavioral Dysfunction,OCCURS_IN,brain,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
38526,clonidine,C0009014,Organic Chemical,TREATS,rhinorrhea,C1260880,Sign or Symptom,False,TRUE
38526,clonidine,C0009014,Organic Chemical,TREATS,muscle pain,C0231528,Sign or Symptom,False,TRUE
38526,clonidine,C0009014,Organic Chemical,TREATS,joint pain,C0003862,Sign or Symptom,False,TRUE
38526,clonidine,C0009014,Organic Chemical,TREATS,restlessness,C0085631,Sign or Symptom,False,TRUE
38526,clonidine,C0009014,Organic Chemical,TREATS,gastrointestinal symptoms,C0426576,Sign or Symptom,False,TRUE
38526,guanfacine,C0079466,Organic Chemical,CONCEPTUALLY_RELATED_TO,clonidine,C0009014,Organic Chemical,False,TRUE
38526,guanabenz acetate,C0733381,Organic Chemical,CONCEPTUALLY_RELATED_TO,clonidine,C0009014,Organic Chemical,False,TRUE
38526,clonidine,C0009014,Organic Chemical,CAUSES,dizziness,C0012833,Sign or Symptom,False,TRUE
38526,clonidine,C0009014,Organic Chemical,CAUSES,lethargy,C0023380,Sign or Symptom,False,TRUE
38527,naltrexone,C0027360,Organic Chemical,IS_A,opioid antagonist,C0027410,Pharmacologic Substance,False,TRUE
38528,methadone,C0025605,Organic Chemical,MANAGES,heroin,C0011892,Organic Chemical,False,TRUE
38528,methadone,C0025605,Organic Chemical,AFFECTS,opioid receptors,C0034801,"Amino Acid, Peptide, or Protein",False,TRUE
38528,methadone,C0025605,Organic Chemical,PREVENTS,euphoria,C0235146,Mental Process,False,TRUE
38528,opiates,C0221793,Organic Chemical,CAUSES,euphoria,C0235146,Mental Process,False,TRUE
38528,buprenorphine,C0006405,Organic Chemical,IS_A,opioid agonist,C1883695,Pharmacologic Substance,False,TRUE
38529,methadone,C0025605,Organic Chemical,PRODUCES,cross-tolerance,C0678304,Physiologic Function,False,TRUE
38529,methadone,C0025605,Organic Chemical,BRINGS_ABOUT,reductions,C0301630,Natural Phenomenon or Process,False,TRUE
38530,buprenorphine,C0006405,Organic Chemical,IS_A,schedule iii drug,C0678493,Pharmacologic Substance,False,TRUE
38530,schedule iii drug,C0678493,Pharmacologic Substance,MANAGES,opioid use disorder,C4324621,Mental or Behavioral Dysfunction,False,TRUE
38530,buprenorphine,C0006405,Organic Chemical,IS_A,agonist,C2987634,Biologically Active Substance,False,TRUE
38530,agonist,C2987634,Biologically Active Substance,AFFECTS,mu-opioid receptors,C0066908,"Amino Acid, Peptide, or Protein",False,TRUE
38531,buprenorphine,C0006405,Organic Chemical,TREATS,opioid use disorder,C4324621,Mental or Behavioral Dysfunction,False,TRUE
38531,buprenorphine,C0006405,Organic Chemical,LOCATION_OF,primary care,C0033137,Health Care Activity,False,TRUE
38532,opioid antagonist,C0027410,Pharmacologic Substance,IS_A,medications,C0013227,Pharmacologic Substance,False,TRUE
38532,narcotic antagonist therapy,C0027410,Pharmacologic Substance,DISRUPTS,habit,C0018464,Individual Behavior,False,TRUE
38532,naltrexone,C0027360,Organic Chemical,IS_A,antagonist,C0231491,Organ or Tissue Function,False,TRUE
38532,naltrexone,C0027360,Organic Chemical,AFFECTS,heroin,C0011892,Organic Chemical,False,TRUE
38533,opiate addicts,C0524662,Mental or Behavioral Dysfunction,USES,medication-free treatments,C3469597,Therapeutic or Preventive Procedure,False,TRUE
38533,pharmacotherapy,C0013216,Therapeutic or Preventive Procedure,CONSISTS_OF,counseling,C0010210,Health Care Activity,False,TRUE
38533,counseling,C0010210,Health Care Activity,BRINGS_ABOUT,coping,C0009967,Individual Behavior,False,TRUE
38533,counseling,C0010210,Health Care Activity,PREVENTS,craving,C0870371,Individual Behavior,False,TRUE
38534,pain management,C0002766,Therapeutic or Preventive Procedure,USES,opiates,C0221793,Organic Chemical,False,TRUE
38534,opiates,C0221793,Organic Chemical,TREATS,pain,C0030193,Sign or Symptom,False,TRUE
38534,behavior,C0004927,Behavior,CAUSES,diversion,C0185033,Therapeutic or Preventive Procedure,False,TRUE
38535,cocaine,C0009170,Organic Chemical,IS_A,abused drugs,C0086190,Hazardous or Poisonous Substance,False,TRUE
38535,abuse,C0013146,Mental or Behavioral Dysfunction,PROCESS_OF,cocaine,C0009170,Organic Chemical,False,TRUE
38535,abuse,C0013146,Mental or Behavioral Dysfunction,PROCESS_OF,psychostimulants,C0304403,Pharmacologic Substance,False,TRUE
38535,polydrug abuse,C0679272,Mental or Behavioral Dysfunction,CONSISTS_OF,drugs,C0013227,Pharmacologic Substance,False,TRUE
38535,iv heroin,C0011892,Organic Chemical,CO_OCCURS_WITH,cocaine,C0009170,Organic Chemical,False,TRUE
38537,stimulants,C0002763,Pharmacologic Substance,CAUSES,euphoria,C0235146,Mental Process,False,TRUE
38537,hallucinogens,C0018533,Pharmacologic Substance,CAUSES,euphoria,C0235146,Mental Process,False,TRUE
38537,marijuana,C0024808,Organic Chemical,IS_A,abused drugs,C0086190,Hazardous or Poisonous Substance,False,TRUE
38537,hallucinogens,C0018533,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38537,bath salts,C0036140,Chemical Viewed Structurally,IS_A,synthetic cathinones,C5690846,Organic Chemical,False,TRUE
38537,pcp,C0030855,Organic Chemical,IS_A,phencyclidine,C0031381,Organic Chemical,False,TRUE
38537,salvia divinorum,C1002064,Plant,CAUSES,adverse medical effects,C0041755,Pathologic Function,False,TRUE
38537,flunitrazepam,C0016296,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38537,γ-hydroxybutyric acid,C0673093,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38537,ketamine,C0022614,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38538,cocaine,C0009170,Organic Chemical,IS_A,stimulant,C0304402,Pharmacologic Substance,False,TRUE
38538,leaves,C0242724,Plant,PART_OF,coca plant,C0009169,Plant,False,TRUE
38538,coca plant,C0009169,Plant,CONTAINS,cocaine,C0009170,Organic Chemical,False,TRUE
38538,monoamine neurotransmitters,C0815020,Biologically Active Substance,CONSISTS_OF,dopamine,C0013030,Organic Chemical,False,TRUE
38538,monoamine neurotransmitters,C0815020,Biologically Active Substance,CONSISTS_OF,norepinephrine,C0028351,Organic Chemical,False,TRUE
38538,monoamine neurotransmitters,C0815020,Biologically Active Substance,CONSISTS_OF,serotonin,C0036751,Organic Chemical,False,TRUE
38538,transporter proteins,C0007292,"Amino Acid, Peptide, or Protein",LOCATION_OF,neurons,C0027882,Cell,False,TRUE
38538,cocaine,C0009170,Organic Chemical,DISRUPTS,reuptake,C0599702,Cell Function,False,TRUE
38539,emergency room admissions,C0583237,Health Care Activity,ASSOCIATED_WITH,cocaine,C0009170,Organic Chemical,False,TRUE
38539,iv cocaine,C0009170,Organic Chemical,CO_OCCURS_WITH,iv heroin,C0011892,Organic Chemical,False,TRUE
38540,intranasal administration,C0001560,Therapeutic or Preventive Procedure,CAUSES,mood,C0026516,Mental Process,False,TRUE
38540,intranasal administration,C0001560,Therapeutic or Preventive Procedure,CAUSES,sensation,C0036658,Organ or Tissue Function,False,TRUE
38540,inhalation,C0004048,Organism Function,CONSISTS_OF,crack/cocaine,C0085163,Organic Chemical,False,TRUE
38540,inhalation,C0004048,Organism Function,CONSISTS_OF,cocaine free-base smoking,C4505197,Individual Behavior,False,TRUE
38540,freebase cocaine,C0085163,Organic Chemical,USES,sodium bicarbonate,C0074722,Organic Chemical,False,TRUE
38540,crack,C0040441,Injury or Poisoning,IS_A,freebase cocaine,C0085163,Organic Chemical,False,TRUE
38540,smoking,C0037369,Individual Behavior,METHOD_OF,freebase cocaine,C0085163,Organic Chemical,False,TRUE
38541,cocaine,C0009170,Organic Chemical,PRODUCES,euphoria,C0235146,Mental Process,False,TRUE
38541,cocaine,C0009170,Organic Chemical,CAUSES,cardiac rate,C0018810,Clinical Attribute,False,TRUE
38541,cocaine,C0009170,Organic Chemical,CAUSES,blood pressure,C0005823,Organism Function,False,TRUE
38541,reuptake,C0599702,Cell Function,PROCESS_OF,catecholamines,C0007412,Pharmacologic Substance,False,TRUE
38541,catecholamines,C0007412,Pharmacologic Substance,LOCATION_OF,adrenergic nerve endings,C0027747,Cell Component,False,TRUE
38541,cocaine,C0009170,Organic Chemical,CAUSES,sympathetic nervous system activity,C0039044,Body System,False,TRUE
38541,alcohol,C0001962,Organic Chemical,AFFECTS,cocaine,C0009170,Organic Chemical,False,TRUE
38541,cocaethylene,C0082060,Organic Chemical,DERIVATIVE_OF,cocaine,C0009170,Organic Chemical,False,TRUE
38541,cocaethylene,C0082060,Organic Chemical,OCCURS_IN,blood,C0005767,Body Substance,False,TRUE
38541,cocaethylene,C0082060,Organic Chemical,OCCURS_IN,urine,C0042036,Body Substance,False,TRUE
38541,abuse alcohol,C0085762,Mental or Behavioral Dysfunction,CO_OCCURS_WITH,cocaine,C0009170,Organic Chemical,False,TRUE
38541,cocaethylene,C0082060,Organic Chemical,CAUSES,cardiovascular function,C0007227,Organ or Tissue Function,False,TRUE
38541,alcohol,C0001962,Organic Chemical,CO_OCCURS_WITH,cocaine,C0009170,Organic Chemical,False,TRUE
38542,auditory hallucinations,C0233762,Sign or Symptom,CONCEPTUALLY_RELATED_TO,alcoholic hallucinosis,C0302369,Disease or Syndrome,False,TRUE
38543,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,DISRUPTS,libido,C0023618,Mental Process,False,TRUE
38543,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,DISRUPTS,sexual function,C0278092,Organism Function,False,TRUE
38543,derangements,C0158140,Disease or Syndrome,CONSISTS_OF,galactorrhea,C0235660,Disease or Syndrome,False,TRUE
38543,anterior pituitary,C0032016,"Amino Acid, Peptide, or Protein",PERFORMS,prolactin secretion,C2611224,Cell Function,False,TRUE
38543,crack smoking,C4505197,Individual Behavior,IS_A,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,False,TRUE
38543,congenital malformations,C0000768,Congenital Abnormality,OCCURS_IN,fetus,C0015965,Embryonic Structure,False,TRUE
38543,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,perinatal disorders,C0270075,Disease or Syndrome,False,TRUE
38543,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,poor nutrition,C0162429,Disease or Syndrome,False,TRUE
38544,depression,C0011570,Mental or Behavioral Dysfunction,CO_OCCURS_WITH,drug withdrawal,C0152128,Disease or Syndrome,False,TRUE
38545,cocaine overdose,C0573196,Injury or Poisoning,IS_A,medical emergency,C0013962,Medical Device,False,TRUE
38545,cocaine,C0009170,Organic Chemical,PRODUCES,hypertension,C0020538,Disease or Syndrome,False,TRUE
38545,cocaine,C0009170,Organic Chemical,PRODUCES,tonic-clonic seizures,C0494475,Disease or Syndrome,False,TRUE
38545,cocaine,C0009170,Organic Chemical,PRODUCES,dyspnea,C0013404,Sign or Symptom,False,TRUE
38545,cocaine,C0009170,Organic Chemical,PRODUCES,ventricular arrhythmias,C0085612,Disease or Syndrome,False,TRUE
38545,iv diazepam,C0012010,Organic Chemical,TREATS,seizures,C0036572,Sign or Symptom,False,TRUE
38545,propranolol iv,C0033497,Organic Chemical,MANAGES,ventricular arrhythmias,C0085612,Disease or Syndrome,False,TRUE
38546,abstinence,C3843422,Therapeutic or Preventive Procedure,COMPLICATES,insomnia,C0917801,Sign or Symptom,False,TRUE
38547,buspirone,C0006462,Organic Chemical,TREATS,cocaine,C0009170,Organic Chemical,False,TRUE
38547,buspirone,C0006462,Organic Chemical,TREATS,nicotine,C0028040,Organic Chemical,False,TRUE
38547,buspirone,C0006462,Organic Chemical,TREATS,stimulant addiction,C2711618,Mental or Behavioral Dysfunction,False,TRUE
38548,cocaine,C0009170,Organic Chemical,PRODUCES,metabolites,C0870883,Biologically Active Substance,False,TRUE
38548,butyrylcholinesterase,C0728810,"Amino Acid, Peptide, or Protein",PRODUCES,metabolites,C0870883,Biologically Active Substance,False,TRUE
38548,plasma enzyme,C0032105,Body Substance,IS_A,butyrylcholinesterase,C0728810,"Amino Acid, Peptide, or Protein",False,TRUE
38548,vaccines,C0042210,"Amino Acid, Peptide, or Protein",TREATS,cocaine,C0009170,Organic Chemical,False,TRUE
38548,vaccines,C0042210,"Amino Acid, Peptide, or Protein",TREATS,nicotine,C0028040,Organic Chemical,False,TRUE
38548,antibody,C0003241,"Amino Acid, Peptide, or Protein",AFFECTS,responses,C0871261,Organism Attribute,False,TRUE
38549,cannabis sativa,C0700268,Organic Chemical,CONTAINS,compounds,C0010124,Organic Chemical,False,TRUE
38549,cannabis sativa,C0700268,Organic Chemical,CONTAINS,delta-9-tetrahydrocannabinol,C0039663,Organic Chemical,False,TRUE
38549,delta-9-tetrahydrocannabinol,C0039663,Organic Chemical,IS_A,psychoactive substance,C0682880,Pharmacologic Substance,False,TRUE
38549,leaves,C0242724,Plant,PART_OF,plant,C0032098,Plant,False,TRUE
38549,flowering tops,C1136057,Plant,PART_OF,plant,C0032098,Plant,False,TRUE
38549,marijuana,C0024808,Organic Chemical,CONTAINS,plant material,C0557858,Plant,False,TRUE
38549,concentration,C0086045,Mental Process,PROPERTY_OF,thc,C0039663,Organic Chemical,False,TRUE
38549,hash oil,C0678451,Organic Chemical,CONTAINS,thc,C0039663,Organic Chemical,False,TRUE
38549,smoking,C0037369,Individual Behavior,METHOD_OF,marijuana,C0024808,Organic Chemical,False,TRUE
38549,pyrolysis,C4704760,Natural Phenomenon or Process,PRODUCES,compounds,C0010124,Organic Chemical,False,TRUE
38549,smoke,C0037366,Hazardous or Poisonous Substance,CONTAINS,compounds,C0010124,Organic Chemical,False,TRUE
38549,smoke,C0037366,Hazardous or Poisonous Substance,CONTAINS,thc,C0039663,Organic Chemical,False,TRUE
38550,thc,C0039663,Organic Chemical,LOCATION_OF,lungs,C0024109,"Body Part, Organ, or Organ Component",False,TRUE
38550,thc,C0039663,Organic Chemical,LOCATION_OF,blood,C0005767,Body Substance,False,TRUE
38550,thc,C0039663,Organic Chemical,LOCATION_OF,tissues,C0040300,Tissue,False,TRUE
38550,thc,C0039663,Organic Chemical,PRODUCES,metabolites,C0870883,Biologically Active Substance,False,TRUE
38550,metabolites,C0870883,Biologically Active Substance,DERIVATIVE_OF,thc,C0039663,Organic Chemical,False,TRUE
38550,metabolites,C0870883,Biologically Active Substance,TRAVERSES,feces,C0015733,Body Substance,False,TRUE
38551,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",LOCATION_OF,peripheral nervous system,C0206417,Body System,False,TRUE
38551,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",LOCATION_OF,cerebral cortex,C0007776,"Body Part, Organ, or Organ Component",False,TRUE
38551,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",LOCATION_OF,basal ganglia,C0004781,"Body Part, Organ, or Organ Component",False,TRUE
38551,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",LOCATION_OF,hippocampus,C0019564,"Body Part, Organ, or Organ Component",False,TRUE
38551,t,C0227099,"Body Part, Organ, or Organ Component",CONTAINS,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",False,TRUE
38551,cannabinoid receptors,C0054594,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cannabinoids,C0006864,Organic Chemical,False,TRUE
38582,abused club drugs,C1456651,Organic Chemical,CONSISTS_OF,flunitrazepam,C0016296,Organic Chemical,False,TRUE
38582,abused club drugs,C1456651,Organic Chemical,CONSISTS_OF,ghb,C0000503,Organic Chemical,False,TRUE
38582,abused club drugs,C1456651,Organic Chemical,CONSISTS_OF,ketamine,C0022614,Organic Chemical,False,TRUE
38582,methamphetamine,C0025611,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38582,mdma,C0115471,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38582,lsd,C0024334,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
38582,abuse of club drugs,C0013146,Mental or Behavioral Dysfunction,CO_OCCURS_WITH,alcohol,C0001962,Organic Chemical,False,TRUE
38582,ghb,C0000503,Organic Chemical,LOCATION_OF,blood,C0005767,Body Substance,False,TRUE
38582,ketamine,C0022614,Organic Chemical,LOCATION_OF,blood,C0005767,Body Substance,False,TRUE
38582,flunitrazepam,C0016296,Organic Chemical,LOCATION_OF,urine,C0042036,Body Substance,False,TRUE
38582,flunitrazepam,C0016296,Organic Chemical,LOCATION_OF,hair samples,C0444095,Body Substance,False,TRUE
38582,antagonists,C0243076,Chemical Viewed Functionally,TREATS,flunitrazepam,C0016296,Organic Chemical,False,TRUE
38582,antagonists,C0243076,Chemical Viewed Functionally,TREATS,ghb,C0000503,Organic Chemical,False,TRUE
38582,antagonists,C0243076,Chemical Viewed Functionally,INTERACTS_WITH,benzodiazepine,C0005064,Organic Chemical,False,TRUE
38582,antagonists,C0243076,Chemical Viewed Functionally,INTERACTS_WITH,γ-aminobutyric acid b (gabab) receptors,C0206518,"Amino Acid, Peptide, or Protein",False,TRUE
38583,flunitrazepam,C0016296,Organic Chemical,TREATS,insomnia,C0917801,Sign or Symptom,False,TRUE
38583,flunitrazepam,C0016296,Organic Chemical,PRODUCES,hypnotic,C0020587,Therapeutic or Preventive Procedure,False,TRUE
38583,flunitrazepam,C0016296,Organic Chemical,PRODUCES,anxiolytic,C0040616,Pharmacologic Substance,False,TRUE
38583,flunitrazepam,C0016296,Organic Chemical,IS_A,club drug,C1456651,Organic Chemical,False,TRUE
38583,flumazenil,C0016293,Organic Chemical,TREATS,overdose,C0029944,Injury or Poisoning,False,TRUE
38583,flumazenil,C0016293,Organic Chemical,IS_A,benzodiazepine receptor antagonist,C0360298,Pharmacologic Substance,False,TRUE
38583,flunitrazepam,C0016296,Organic Chemical,METHOD_OF,orally,C0226896,Body Space or Junction,False,TRUE
38583,overdose,C0029944,Injury or Poisoning,PRODUCES,respiratory depression,C0235063,Pathologic Function,False,TRUE
38583,overdose,C0029944,Injury or Poisoning,PRODUCES,coma,C0009421,Disease or Syndrome,False,TRUE
38583,withdrawal syndrome,C0038587,Mental or Behavioral Dysfunction,CONSISTS_OF,anxiety,C0003467,Mental or Behavioral Dysfunction,False,TRUE
38583,withdrawal syndrome,C0038587,Mental or Behavioral Dysfunction,CONSISTS_OF,insomnia,C0917801,Sign or Symptom,False,TRUE
38583,withdrawal syndrome,C0038587,Mental or Behavioral Dysfunction,CONSISTS_OF,seizures,C0036572,Sign or Symptom,False,TRUE
38584,ghb,C0000503,Organic Chemical,TREATS,narcolepsy,C0027404,Disease or Syndrome,False,TRUE
38584,ghb,C0000503,Organic Chemical,IS_A,club drug,C1456651,Organic Chemical,False,TRUE
38584,ghb,C0000503,Organic Chemical,CO_OCCURS_WITH,alcohol,C0001962,Organic Chemical,False,TRUE
38584,ghb,C0000503,Organic Chemical,CO_OCCURS_WITH,drugs,C0013227,Pharmacologic Substance,False,TRUE
38584,ghb,C0000503,Organic Chemical,AFFECTS,growth hormone,C0037663,"Amino Acid, Peptide, or Protein",False,TRUE
38584,ghb,C0000503,Organic Chemical,PROPERTY_OF,liquid,C0301571,Therapeutic or Preventive Procedure,False,TRUE
38584,ghb,C0000503,Organic Chemical,METHOD_OF,orally,C0226896,Body Space or Junction,False,TRUE
38584,ghb,C0000503,Organic Chemical,EXHIBITS,stimulant,C0304402,Pharmacologic Substance,False,TRUE
38584,ghb,C0000503,Organic Chemical,PRODUCES,sedative effects,C3179159,Physiologic Function,False,TRUE
38584,opioid antagonists,C0027410,Pharmacologic Substance,CONSISTS_OF,naloxone,C0027358,Organic Chemical,False,TRUE
38584,opioid antagonists,C0027410,Pharmacologic Substance,CONSISTS_OF,naltrexone,C0027360,Organic Chemical,False,TRUE
38584,ghb,C0000503,Organic Chemical,CAUSES,nausea,C0027497,Sign or Symptom,False,TRUE
38584,ghb,C0000503,Organic Chemical,CAUSES,agitation,C0085631,Sign or Symptom,False,TRUE
38584,ghb,C0000503,Organic Chemical,CAUSES,convulsions,C0036572,Sign or Symptom,False,TRUE
38585,ketamine,C0022614,Organic Chemical,IS_A,dissociative anesthetic,C0002933,Pharmacologic Substance,False,TRUE
38585,ketamine,C0022614,Organic Chemical,CONCEPTUALLY_RELATED_TO,pcp,C0030855,Organic Chemical,False,TRUE
38585,ketamine,C0022614,Organic Chemical,USES,immobilization,C0020944,Therapeutic or Preventive Procedure,False,TRUE
38585,ketamine,C0022614,Organic Chemical,USES,analgesia,C0002766,Therapeutic or Preventive Procedure,False,TRUE
38585,ketamine,C0022614,Organic Chemical,USES,anesthesia,C0002903,Therapeutic or Preventive Procedure,False,TRUE
38585,ketamine,C0022614,Organic Chemical,AFFECTS,heart rate,C0018810,Clinical Attribute,False,TRUE
